fieldmap_name:     	Calibration By
timestamp:         	2021-04-15_12-41-29
filename:          	2021-04-15_Calibration_By_I=140A_Y=0mm_X=-50_50mm_Z=0_40mm.txt
MagNet_file:       	Calibration_By.mn
nr_magnets:        	1

magnet_name:       	Calibration
gap[mm]:           	
control_gap[mm]:   	--
magnet_length[mm]: 	
current_main[A]:   	--
NI_main[A.esp]:    	--
center_pos_z[mm]:  	0
center_pos_x[mm]:  	0
rotation[deg]:     	0

X[mm]	Y[mm]	Z[mm]	Bx	By	Bz [T]
------------------------------------------------------------------------------------------------------------------------------------------------------------------
-50	0	0	2.71732266994229E-18	1.63294881034283	-3.3300786761808E-08
-49	0	0	2.53178157955338E-18	1.63362534394705	-9.62233203410909E-08
-48	0	0	0	1.63425792789588	0
-47	0	0	0	1.63485125863709	0
-46	0	0	0	1.63540909655509	0
-45	0	0	0	1.63593464678137	0
-44	0	0	0	1.63643058667057	0
-43	0	0	0	1.63689918367406	0
-42	0	0	0	1.63734241575882	0
-41	0	0	0	1.63776200834438	0
-40	0	0	0	1.63815945073604	0
-39	0	0	0	1.63853610548596	0
-38	0	0	0	1.63889313751405	0
-37	0	0	0	1.63923163707398	0
-36	0	0	0	1.63955254364101	0
-35	0	0	0	1.63985675001393	0
-34	0	0	0	1.64014504531632	0
-33	0	0	0	1.64041815619562	0
-32	0	0	0	1.64067674701074	0
-31	0	0	0	1.64092144061443	0
-30	0	0	0	1.64115278906219	0
-29	0	0	0	1.64137131721509	0
-28	0	0	0	1.64157751522165	0
-27	0	0	0	1.6417718246759	0
-26	0	0	0	1.64195466353728	0
-25	0	0	0	1.64212641874984	0
-24	0	0	0	1.64228744876207	0
-23	0	0	0	1.64243808864856	0
-22	0	0	0	1.64257865266476	0
-21	0	0	0	1.64270942379741	-9.33774762678672E-17
-20	0	0	0	1.642830679058	0
-19	0	0	0	1.64294266549542	0
-18	0	0	0	1.64304562014888	0
-17	0	0	1.19612762893557E-19	1.64313975717719	-8.14756648003529E-24
-16	0	0	0	1.64322527963167	0
-15	0	0	0	1.6433023753064	0
-14	0	0	0	1.64337121273662	0
-13	0	0	0	1.64343195433528	0
-12	0	0	0	1.64348474516466	0
-11	0	0	0	1.64352971941946	0
-10	0	0	0	1.64356700142726	-4.00677462802365E-09
-9	0	0	0	1.64359670007323	0
-8	0	0	0	1.64361891454985	0
-7	0	0	0	1.64363374127597	0
-6	0	0	0	1.64364125795173	0
-5	0	0	0	1.64364153338813	0
-4	0	0	0	1.6436346249658	0
-3	0	0	-4.88409988093838E-21	1.64362058778746	-9.34297869626865E-17
-2	0	0	0	1.64359946348566	0
-1	0	0	0	1.64357128480107	0
0	0	0	0	1.64353607335626	0
1	0	0	0	1.64349384588863	0
2	0	0	0	1.64344460864885	0
3	0	0	0	1.64338835909065	0
4	0	0	0	1.64332508601392	0
5	0	0	0	1.64325476939776	0
6	0	0	0	1.64317737959561	9.34027334057693E-17
7	0	0	0	1.6430928781242	0
8	0	0	0	1.64300121898858	0
9	0	0	0	1.64290234563557	0
10	0	0	0	1.64279618922269	0
11	0	0	0	1.64268267414479	0
12	0	0	-8.30683612406015E-20	1.64256171633796	-4.3649497710829E-24
13	0	0	0	1.64243321546452	0
14	0	0	0	1.64229706543396	0
15	0	0	0	1.64215314078334	0
16	0	0	0	1.64200131761314	0
17	0	0	0	1.64184144734546	0
18	0	0	0	1.64167337288707	0
19	0	0	0	1.64149692449628	0
20	0	0	0	1.6413119130365	0
21	0	0	0	1.64111814260616	0
22	0	0	0	1.64091538503578	0
23	0	0	0	1.64070341032433	0
24	0	0	0	1.64048196469211	0
25	0	0	0	1.64025076468767	0
26	0	0	0	1.64000951487671	0
27	0	0	0	1.63975788968147	0
28	0	0	0	1.63949554159894	0
29	0	0	0	1.63922209065569	0
30	0	0	0	1.63893712655053	1.86325519233737E-16
31	0	0	0	1.63864020449579	0
32	0	0	0	1.63833083611426	0
33	0	0	0	1.63800850922933	0
34	0	0	0	1.63767263568982	0
35	0	0	0	1.63732259147212	0
36	0	0	0	1.63695769236715	0
37	0	0	0	1.63657717252096	0
38	0	0	0	1.63618021579148	0
39	0	0	0	1.63576588252737	0
40	0	0	0	1.63533316337069	0
41	0	0	0	1.63488089611568	0
42	0	0	0	1.63440779197968	0
43	0	0	0	1.63391239555093	0
44	0	0	0	1.63339304204793	0
45	0	0	0	1.63284783752745	0
46	0	0	0	1.6322745399306	0
47	0	0	-2.58096202083988E-18	1.63167055145235	-5.30084462976694E-22
48	0	0	0	1.63103284940857	0
49	0	0	0	1.63035769375586	0
50	0	0	-9.38337892396761E-09	1.62964062077833	1.10339601344432E-09
-50	0	1	0	1.63294800634165	0
-49	0	1	9.52069584817201E-18	1.63362459433608	-2.18225323931569E-20
-48	0	1	0	1.63425738986743	0
-47	0	1	3.71711105364892E-16	1.63485070527103	4.64712753153762E-17
-46	0	1	0	1.6354086317951	0
-45	0	1	1.74318691019958E-17	1.63593432329186	-1.85981317669165E-16
-44	0	1	-1.86069031389296E-16	1.63643028344545	0
-43	0	1	0	1.63689897111603	0
-42	0	1	5.74608100644631E-19	1.63734225347219	-3.84129524354533E-22
-41	0	1	0	1.63776191477408	0
-40	0	1	-3.71572278178394E-16	1.6381593718138	-2.23160322581832E-22
-39	0	1	0	1.63853607492234	0
-38	0	1	0	1.63889315085083	0
-37	0	1	-1.51436580839488E-16	1.63923168413923	3.72718032300386E-16
-36	0	1	1.17956415464011E-18	1.63955262999133	6.19579853694712E-22
